StartDate;EndDate;Status;IPAddress;Progress;Seconds;Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;prolific_id;consume_dairy;country;birth_year;primary_shopper;milk_purch_freq;milk_cons_freq;milk_purch_loc;milk_purch_loc_othr;milk_fat;milk_fat_othr;milk_size;milk_size_othr;lactose_free;non_dairy;nd_soy;nd_almond;nd_oat;nd_coconut;nd_othr_nut;nd_othr;nd_othr_txt;nd_rsn_lactose;nd_rsn_allergy;nd_rsn_taste;nd_rsn_vegan;nd_rsn_shelflife;nd_rsn_inflammation;nd_rsn_antibiotic;nd_rsn_welfare;nd_rsn_othr;nd_rsn_othr_txt;C1;C2;C3;C4;rank_milk_type;rank_label_type;rank_addl_label;rank_date;rank_price;online_freq;read_label_freq;use_qr_code;foodwaste_familiar;up_milk;discard_afterdate;discard_ondate;discard_finish;discard_smell;discard_taste;date_quality;best_sell;foodwaste_sig;foodwaste_badfeel;foodwaste_wrong;foodwaste_consider;foodwaste_handle;share_social;promote_sust;age;gender;white;middle_east;black;native;asian;pacific;hispanic;race_othr;race_othr_txt;edu;hhinc;ms;children;hhsize;state;prolific_pid;group;vers_cbconjoint;revision_CBCONJOINT
8/2/2021 10:03;8/2/2021 10:09;IP Address;*******;100;339;TRUE;8/2/2021 10:09;R_1hQ2zC6PWwtv2J6;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5f6a7190a397aa13d3f0b474;Yes;United States;1987;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Half-gallon;;Never;About half the time;;Almond milk;;;;;;;;;;;;;;;;2;2;2;2;1;5;3;4;2;About once a day;Most of the time;Probably not;Not familiar at all;Strongly disagree;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);Less than $10,000;Never Married;No;1;Louisiana;5f6a7190a397aa13d3f0b474;Treatment;153;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:05;8/2/2021 10:09;IP Address;*******;100;261;TRUE;8/2/2021 10:09;R_1GUHA5sFzgoUVTP;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5e1c79ea2828c4000e422497;Yes;United States;1989;Yes;Approximately once a week;Multiple times a week;Other (please specify):;A milk man;Whole milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;3;2;2;4;5;3;2;1;A few times a week;Sometimes;Definitely not;Slightly familiar;Somewhat disagree;Neither agree nor disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly disagree;Neither agree nor disagree;26-35;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Never Married;No;1;North Carolina;5e1c79ea2828c4000e422497;Control;163;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:56;8/2/2021 10:09;IP Address;*******;100;800;TRUE;8/2/2021 10:09;R_30pgoHvUgWM4FJd;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5efd4b214f972918f9f4b827;Yes;United States;1984;No;Approximately every 10 - 14 days;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;4;1;1;4;2;5;3;1;A few times a week;Always;Probably not;Not familiar at all;Somewhat agree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Strongly disagree;Strongly disagree;36-45;Female;;;;;Asian (including South Asian);;;;;Master's degree;$90,000 to $99,999;Never Married;No;2;North Carolina;5efd4b214f972918f9f4b827;Control;141;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:04;8/2/2021 10:09;IP Address;*******;100;333;TRUE;8/2/2021 10:09;R_2OPf6lo7MboBjUB;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5af7646de066a40001135ce2;Yes;United States;1993;No;Less frequently than every 14 days;Less than once a week;Warehouse club stores (Costco, Sam's Club, BJ's, etc.);;Other (please specify):;Half and Half;Quart;;Never;Never;;;;;;;;;;;;;;;;;;1;2;1;2;1;3;5;4;2;A few times a month;Most of the time;Definitely not;Slightly familiar;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$80,000 to $89,999;Never Married;No;4;Massachusetts;5af7646de066a40001135ce2;Treatment;159;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:04;8/2/2021 10:10;IP Address;*******;100;358;TRUE;8/2/2021 10:10;R_1eVRMfZ2dvmLWCK;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5ff0b3b4a53c574a97e61378;Yes;United States;1984;Yes;Less frequently than every 14 days;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Half-gallon;;Never;Most of the time;;Almond milk;Oat milk;;;;;;;;;;;;;;;3;2;2;4;4;3;5;2;1;A few times a month;Sometimes;Probably not;Slightly familiar;Strongly disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;36-45;Female;;;Black or African American;;;;;;;Master's degree;$90,000 to $99,999;Married;Yes;4;Tennessee;5ff0b3b4a53c574a97e61378;Treatment;155;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:05;8/2/2021 10:10;IP Address;*******;100;315;TRUE;8/2/2021 10:10;R_u2OzEp6s7fDtcAx;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f82796ad8f6fd3b3f31304f;Yes;United States;1993;Yes;Approximately every 10 - 14 days;Less than once a week;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;2% Reduced fat milk;;Gallon;;Sometimes;Always;;Almond milk;;Coconut milk;;;;;;;Vegan / Vegetarian diet or lifestyle;;;;;;;3;2;2;3;1;5;3;2;4;A few times a week;Always;Definitely not;Moderately familiar;Strongly agree;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;26-35;Female;;;;;;;Hispanic/Latino;;;Bachelor's degree in college (4-year);$30,000 to $39,999;Married;No;2;Washington;5f82796ad8f6fd3b3f31304f;Control;164;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:04;8/2/2021 10:10;IP Address;*******;100;356;TRUE;8/2/2021 10:10;R_26gsIIujBReu1ai;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5b6259be5256470001bd0c6d;Yes;United States;1986;No;Approximately once a week;Once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;About half the time;;Almond milk;;;;;;;;;;;;;;;;2;2;2;3;2;5;4;3;1;A few times a month;About half the time;Definitely not;Slightly familiar;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly disagree;Somewhat disagree;Strongly disagree;Strongly disagree;Somewhat disagree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$40,000 to $49,999;Never Married;No;3;Florida;5b6259be5256470001bd0c6d;Control;161;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:03;8/2/2021 10:10;IP Address;*******;100;431;TRUE;8/2/2021 10:10;R_3mfVx0cFIGWhsB5;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5de33dabc22a30362e4450a5;Yes;United States;1961;Yes;Less frequently than every 14 days;Multiple times a week;Small/local grocery stores;;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;4;1;1;2;4;5;3;1;About once a month;Sometimes;Definitely not;Not familiar at all;Strongly disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;Strongly agree;Strongly disagree;Somewhat disagree;56-65;Female;;;Black or African American;;;;;;;Associate degree in college (2-year);$40,000 to $49,999;Divorced;No;3;Illinois;5de33dabc22a30362e4450a5;Treatment;157;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:04;8/2/2021 10:10;IP Address;*******;100;374;TRUE;8/2/2021 10:10;R_2fcYFmTfAJFOtt6;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e36f65c239ceb675bc432de;Yes;United States;1979;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;1;3;1;2;4;5;3;1;A few times a week;Sometimes;Probably not;Not familiar at all;Strongly disagree;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;36-45;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$90,000 to $99,999;Married;Yes;4;Virginia;5e36f65c239ceb675bc432de;Treatment;165;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:01;8/2/2021 10:11;IP Address;*******;100;550;TRUE;8/2/2021 10:11;R_33g4JjsEa14ZxzT;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5fc748d7b4ebab1755adad17;Yes;United States;1994;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;1% Low fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;3;1;1;5;3;4;2;1;A few times a month;Sometimes;Might or might not;Slightly familiar;Somewhat agree;Strongly disagree;Strongly disagree;Somewhat disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$50,000 to $59,999;Never Married;No;2;Minnesota;5fc748d7b4ebab1755adad17;Treatment;152;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:09;8/2/2021 10:11;IP Address;*******;100;122;TRUE;8/2/2021 10:11;R_1jJSktXYZE2K68T;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5daa85e5997769001203771d;Yes;United States;1991;Yes;Approximately once a week;Once a day;Small/local grocery stores;;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;3;3;2;4;2;3;5;1;A few times a month;Most of the time;Definitely not;Not familiar at all;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;;Strongly agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;26-35;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Married;Yes;4;Ohio;5daa85e5997769001203771d;Treatment;179;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:03;8/2/2021 10:11;IP Address;*******;100;453;TRUE;8/2/2021 10:11;R_TvHcQao9Ubdhd3r;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f3ea301ce0b340fbb67f607;Yes;United States;2002;Yes;Multiple times a week;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Sometimes;Sometimes;;Almond milk;;;;;;;;;;;;;;Other (please specify):;taste;3;1;2;3;4;3;5;2;1;A few times a week;Most of the time;Probably not;Very familiar;Somewhat disagree;;;Strongly disagree;;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;;;;;Strongly disagree;Strongly disagree;25 or younger;Female;;;;;Asian (including South Asian);;;;;Some college but no degree;$70,000 to $79,999;Never Married;Yes;2;Texas;5f3ea301ce0b340fbb67f607;Control;167;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:59;8/2/2021 10:11;IP Address;*******;100;713;TRUE;8/2/2021 10:11;R_2uQ9BjMHzHiyth8;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5fdf091ee44df46fd67469d0;Yes;United States;1989;Yes;Approximately once a week;Once a day;Small/local grocery stores;;Whole milk;;Half-gallon;;Sometimes;Never;;;;;;;;;;;;;;Concerns over antibiotics, pesticides, or hormones;;;;1;1;3;1;2;3;4;5;1;A few times a month;Most of the time;Definitely not;Moderately familiar;Somewhat agree;;;Somewhat disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;;Strongly agree;26-35;Male;;;Black or African American;;;;;;;Master's degree;$60,000 to $69,999;Married;Yes;4;Virginia;5fdf091ee44df46fd67469d0;Treatment;168;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:57;8/2/2021 10:11;IP Address;*******;100;829;TRUE;8/2/2021 10:11;R_voxL4ID2SrLxVqV;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5dc091fa9be08f03fb01a816;Yes;United States;1991;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Sometimes;About half the time;Soymilk;Almond milk;;;;;;;;I don't like the taste of dairy milk;;Longer product shelf life;;;;;;3;2;1;2;1;5;4;2;3;A few times a month;Sometimes;Definitely not;Slightly familiar;Somewhat agree;Strongly agree;Strongly disagree;Somewhat disagree;Somewhat agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;Hispanic/Latino;;;Some college but no degree;$60,000 to $69,999;Married;Yes;4;Massachusetts;5dc091fa9be08f03fb01a816;Treatment;148;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:05;8/2/2021 10:11;IP Address;*******;100;338;TRUE;8/2/2021 10:11;R_28XQ8NJYELvlLB4;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;570b7b5fb9b52b00102d96f9;Yes;United States;1987;Yes;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;1;3;1;4;4;3;5;2;1;A few times a month;Most of the time;Probably yes;Slightly familiar;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;26-35;Female;White;;;;;;;;;Associate degree in college (2-year);$20,000 to $29,999;Never Married;No;2;Minnesota;570b7b5fb9b52b00102d96f9;Control;162;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:03;8/2/2021 10:11;IP Address;*******;100;460;TRUE;8/2/2021 10:11;R_3NVtA5NtgtLYG1e;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5acb7b0ae1099600016acdd6;Yes;United States;1977;Yes;Approximately every 10 - 14 days;Multiple times a week;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;Whole milk;;Half-gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;2;2;1;2;3;4;5;2;1;A few times a week;About half the time;Definitely not;Slightly familiar;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat disagree;;Somewhat disagree;Somewhat agree;Somewhat agree;;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly disagree;Strongly disagree;36-45;Male;White;;;;;;;;;Some college but no degree;$60,000 to $69,999;Married;Yes;3;New York;5acb7b0ae1099600016acdd6;Control;172;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:06;8/2/2021 10:11;IP Address;*******;100;290;TRUE;8/2/2021 10:11;R_2e2Og03OsVSpJrm;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5deec7e78b5f8b5683c0355a;Yes;United States;1997;Yes;Less frequently than every 14 days;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Quart;;Never;Always;;;Oat milk;;;;;;;;;;;;;;;4;4;3;4;3;5;1;4;2;A few times a month;About half the time;Probably not;Extremely familiar;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;25 or younger;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$10,000 to $19,999;Never Married;No;2;New Jersey;5deec7e78b5f8b5683c0355a;Control;171;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:03;8/2/2021 10:12;IP Address;*******;100;531;TRUE;8/2/2021 10:12;R_1rML6O84gxr8xAe;*******;*******;*******;*******;*******;*******;anonymous;EN;0.6999999999999999555910790149937383830547332763671875;I consent, begin the study.;5ddca5db83e309c28ebe5c37;Yes;United States;1983;Yes;Approximately once a week;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;1% Low fat milk;;More than one gallon;;Sometimes;Never;;;;;;;;;;;;Longer product shelf life;;;;;;3;2;1;1;2;3;5;1;4;About once a month;Most of the time;Probably yes;Slightly familiar;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Somewhat disagree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat agree;36-45;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$60,000 to $69,999;Married;Yes;3;New York;5ddca5db83e309c28ebe5c37;Control;169;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:07;8/2/2021 10:12;IP Address;*******;100;332;TRUE;8/2/2021 10:12;R_3iEWj5kuPRQnqcT;*******;*******;*******;*******;*******;*******;anonymous;EN;0.6999999999999999555910790149937383830547332763671875;I consent, begin the study.;5e9a363724927e0d07782751;Yes;United States;1998;No;Approximately every 10 - 14 days;Once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;;Almond milk;;Coconut milk;;;;;;;;;;;;;;1;2;1;2;4;5;1;2;3;A few times a month;Sometimes;Might or might not;Not familiar at all;Strongly disagree;Strongly agree;Somewhat agree;Somewhat disagree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;;;;;;;;;;;;;;;;No;3;California;5e9a363724927e0d07782751;Treatment;178;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:04;8/2/2021 10:12;IP Address;*******;100;483;TRUE;8/2/2021 10:12;R_74fvwGgpV3CZopH;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5b7ddf0cad1b9500010ebfc5;Yes;United States;1998;Yes;Less frequently than every 14 days;Once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Half-gallon;;Always;Always;Soymilk;Almond milk;Oat milk;Coconut milk;;;;Lactose intolerance;;I don't like the taste of dairy milk;;;Concerns about inflammation;;;;;3;2;3;1;3;4;5;1;2;About once a month;About half the time;Probably not;Slightly familiar;Strongly disagree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;25 or younger;Female;;;;;Asian (including South Asian);;;;;Some college but no degree;;Never Married;No;4;Texas;5b7ddf0cad1b9500010ebfc5;Treatment;170;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:08;8/2/2021 10:13;IP Address;*******;100;300;TRUE;8/2/2021 10:13;R_3m2BNiGVhK6Cs6z;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5ddecf14d3ac2affdc8df54c;Yes;United States;1968;Yes;Approximately every 10 - 14 days;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;Skim;;Half-gallon;;About half the time;Sometimes;Soymilk;;Oat milk;;;;;;;;;;;;;Other (please specify):;my daughter is lactose intolerant;3;2;2;2;1;4;5;3;2;A few times a week;Most of the time;Probably yes;Moderately familiar;Somewhat disagree;Somewhat agree;Somewhat disagree;Somewhat disagree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Neither agree nor disagree;46-55;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$100,000 to $149,999;Married;Yes;4;Michigan;5ddecf14d3ac2affdc8df54c;Control;184;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:10;8/2/2021 10:13;IP Address;*******;100;199;TRUE;8/2/2021 10:13;R_C9e1SdJxbVjyekx;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f297018d4179f0650aa94af;Yes;United States;1992;No;Less frequently than every 14 days;Multiple times a week;Small/local grocery stores;;Whole milk;;Quart;;Never;Never;;;;;;;;;;;;;;;;;;3;1;3;2;;;;;;A few times a month;About half the time;Probably not;Slightly familiar;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;26-35;Male;;;;;;;Hispanic/Latino;;;Bachelor's degree in college (4-year);$150,000 or more;Never Married;No;2;New York;5f297018d4179f0650aa94af;Treatment;193;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:08;8/2/2021 10:13;IP Address;*******;100;296;TRUE;8/2/2021 10:13;R_1F50cYzWwy0ftPW;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5c3faea48cb6f5000180c64b;Yes;United States;1965;Yes;Approximately once a week;Multiple times a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;1;1;2;1;4;5;3;2;About once a month;Always;Definitely not;Slightly familiar;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;46-55;Female;White;;;;;;;;;Some college but no degree;$60,000 to $69,999;Divorced;No;1;Maryland;5c3faea48cb6f5000180c64b;Control;185;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:02;8/2/2021 10:13;IP Address;*******;100;673;TRUE;8/2/2021 10:13;R_O6HcmNsNEoDpBrH;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;600bc0d97d72e11a271775ae;Yes;United States;1977;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;Soymilk;Almond milk;;;Other nut milk;;;;;;;;;;;;;2;2;4;4;5;2;4;3;1;A few times a month;About half the time;Definitely not;Slightly familiar;Somewhat disagree;Somewhat disagree;Strongly disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;36-45;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Married;No;2;Illinois;600bc0d97d72e11a271775ae;Control;156;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 9:57;8/2/2021 10:13;IP Address;*******;100;996;TRUE;8/2/2021 10:13;R_1o1hu1xfUJxApaj;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5f5cc1c8af246b4c597dc977;Yes;United States;1989;Yes;Approximately once a week;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Half-gallon;;About half the time;Never;;;;;;;;;;I don't like the taste of dairy milk;;;;;;;;1;1;2;2;1;4;5;3;2;A few times a month;Always;Probably yes;Slightly familiar;Somewhat agree;Strongly agree;Somewhat disagree;Strongly disagree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Somewhat agree;;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$70,000 to $79,999;Married;Yes;4;Florida;5f5cc1c8af246b4c597dc977;Treatment;151;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 10:06;8/2/2021 10:13;IP Address;*******;100;460;TRUE;8/2/2021 10:13;R_d1ilodYDlV4Cavn;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5ffe271f1c226e494b744f81;Yes;United States;1978;No;Multiple times a week;Multiple times a week;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;Whole milk;;Half-gallon;;Most of the time;Sometimes;;;;Coconut milk;;;;;;;;;;;Animal welfare;;;1;2;3;2;1;2;3;4;5;A few times a week;Most of the time;Probably yes;Very familiar;Strongly agree;Somewhat agree;Strongly agree;;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;;Strongly agree;Somewhat agree;Strongly agree;;Strongly agree;36-45;Male;White;;;;;;;;;Master's degree;$100,000 to $149,999;Married;Yes;4;Alaska;5ffe271f1c226e494b744f81;Control;182;851f5ef0-6712-11eb-a885-4dab507d5fac
